AreaCB AreaCH PerimeterCH MaxD MinD AverageD PointsCH AverageA slice0 slice1 slice2 slice3 slice4 slice5 slice6 slice7 slice8 slice9 class
-0.000677608 -0.952381 1.038 8.94427 2.82843 6.04981 0.166667 -0.291934 5 6 3 3 6 6 4 2 3 4 0
-0.00194812 -0.894246 1.17357 14.7648 5 10.0941 0.16 1.18329 4 7 8 9 8 4 3 14 9 9 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
-0.000769085 -0.930328 1.06405 8.60233 5 6.16078 0.282051 0.608625 6 3 4 4 4 3 3 4 3 5 0
-0.00101641 -0.837989 1.2441 10.8167 4 7.16396 0.155172 -1.08861 3 5 8 5 3 9 11 6 3 5 0
-0.000457385 -0.957447 1.03496 7.2111 2.82843 4.93005 0.181818 0.900183 3 3 5 2 2 2 2 5 4 5 0
-0.0428519 -0.559596 1.12012 104.087 4 62.9126 0.0346154 -1.68546 124 0 0 0 47 144 44 24 32 105 0
-0.030035 -0.623374 1.57869 88.6848 10.2956 44.6182 0.0348624 -1.71533 11 17 44 99 31 23 44 55 188 33 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
3.72684e-05 1 1 2 1 1.46323 0.857143 0.785398 1 1 1 1 0 0 1 1 1 0 0
9.1477e-05 0.9 1.0278 4.12311 1 2.25614 0.615385 1.33236 1 1 1 1 1 1 1 2 2 2 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-3.38804e-05 -1 1 3.16228 0 1.70524 0.333333 0.493263 1 1 1 1 2 0 0 0 0 6 0
-0.000199894 -0.951613 1.02501 5 2 3.24315 0.368421 0.844832 2 3 1 1 2 1 2 1 2 4 0
-0.10448 -0.632587 1.34994 154.987 3.16228 90.9168 0.0154762 0.978295 137 244 0 0 0 175 142 62 40 40 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.000179566 0.883333 1.06694 5.83095 1 3.25779 0.428571 0.260737 5 3 2 1 2 3 2 1 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000894442 -0.913495 1.05117 11.7047 3.16228 7.12268 0.326087 0.692526 6 3 2 5 8 4 3 3 4 8 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00588164 -0.879433 1.08704 34.2053 7.2111 19.2673 0.134328 -0.6461 20 16 9 5 13 32 13 5 5 16 0
-0.0394368 -0.703196 1.19446 78.6003 19 48.8457 0.0344828 -0.845365 29 12 36 50 58 50 23 24 47 77 4
-0.000894442 -0.919861 1.05279 11.7047 3.16228 7.13565 0.347826 0.682739 6 3 3 4 7 5 3 2 5 8 0
-0.00588164 -0.903696 1.07614 33.5261 7.07107 19.3155 0.139706 -0.827667 23 17 11 5 11 24 26 5 4 10 0
-0.0336093 -0.788365 1.15355 65.9469 18.3576 42.5445 0.0393939 -2.13983 42 39 47 17 29 30 31 61 24 10 5
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00352695 -0.906794 1.07348 24.0832 5.38516 14.0398 0.164948 1.03685 5 7 13 13 8 4 8 9 21 9 0
-0.000894442 -0.913495 1.05248 11.7047 3.16228 7.12241 0.304348 0.634791 7 3 3 4 7 5 2 4 4 7 0
-0.0545745 -0.754862 1.25658 79.7057 23.0217 52.2196 0.0342466 -1.80807 55 62 17 44 41 43 55 55 26 40 1
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00350323 -0.919929 1.07289 23.1948 6.08276 13.952 0.135417 0.945046 6 5 13 14 8 5 7 8 20 10 0
-0.000860562 -0.937269 1.04459 11.7047 3.16228 7.06605 0.282609 0.528754 7 3 3 4 8 5 2 3 3 8 0
-0.00104013 -0.974603 1.01932 8.94427 5 7.12429 0.222222 -0.311789 5 5 5 6 4 3 5 6 3 3 0
-0.0264233 -0.853189 1.123 67.4759 11.7047 39.8445 0.0393443 2.0538 43 11 12 45 35 51 14 13 29 52 0
-0.000887666 -0.925795 1.04872 12.083 3.16228 7.1658 0.304348 0.511974 7 3 3 4 7 6 2 2 4 8 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0759598 -0.803354 1.25404 131.674 19.799 74.9211 0.0268657 -2.03321 164 56 17 15 45 189 54 15 19 96 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000372684 -0.873016 1.09392 6.40312 2.82843 4.38748 0.333333 1.23072 3 2 2 3 4 3 2 2 5 4 0
-0.000403177 -0.881481 1.06661 8.48528 3.16228 4.80384 0.290323 0.827633 4 2 3 2 3 2 3 2 2 8 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0553843 -0.773091 1.15933 110.018 14.8661 63.446 0.0417495 1.58694 18 89 106 18 12 17 113 89 29 12 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.000985919 -0.915094 1.07336 9.43398 4.47214 6.97324 0.234043 0.549829 6 4 6 5 4 3 4 5 5 5 0
-1.35522e-05 -0.8 1.02059 3.16228 0 1.55786 0.5 0.770096 4 1 0 0 0 0 0 1 2 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0231403 -0.594637 1.15037 81.7068 3 44.4713 0.0154639 2.1705 0 0 127 26 25 38 28 95 49 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00405887 -0.852063 1.27098 21.6333 7.07107 14.2774 0.140351 -2.21123 15 11 6 8 13 14 9 10 6 22 0
-0.024072 -0.899367 1.09134 61.6847 14 37.2275 0.0674157 0.0568606 49 21 13 20 31 50 22 9 18 34 0
-0.00417406 -0.859135 1.23515 21.095 7.07107 14.5074 0.116071 -2.86883 21 14 11 10 8 13 12 9 9 5 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0518234 -0.639652 1.14886 127.953 6.08276 66.1831 0.0230769 -2.95421 184 49 21 16 64 94 56 25 7 4 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00170418 -0.777434 1.11876 16.6433 3.60555 10.4484 0.178082 -2.76241 20 8 5 4 6 10 10 5 2 3 0
-0.00408259 -0.810902 1.36363 22.4722 7 14.4217 0.104 -1.93139 14 9 8 8 16 13 16 6 6 29 0
0 0 1.03831 1.41421 1 1.10355 0.75 -0.107775 0 1 2 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0621908 -0.653657 1.17416 125.22 14.2127 70.4304 0.0183946 2.41391 36 145 77 13 14 58 146 70 24 15 2
0.003117 0.907298 1.10093 18.3576 7.61577 12.4466 0.182927 0.491258 13 9 7 7 7 10 9 6 5 9 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00186003 -0.843318 1.09775 17.4929 5 10.7655 0.164384 -2.5375 15 7 4 4 9 10 7 3 3 11 0
-0.00422827 -0.874562 1.23339 21.6333 8.94427 14.6935 0.127273 -2.45012 21 15 6 8 9 16 10 11 6 8 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0439835 -0.724523 1.20424 96.8969 17.8885 55.6857 0.0379464 -0.0190343 52 17 18 59 94 35 28 13 12 120 2
-0.00167369 -0.85913 1.09973 16.6433 4.24264 10.0941 0.191176 -2.21643 9 3 5 4 9 10 5 3 4 16 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
-0.000775861 -0.88417 1.04397 15.5242 1 7.75308 0.105263 -0.562493 7 8 3 3 5 21 2 0 1 7 0
-0.000670832 -0.868421 1.14862 8.48528 2 5.70424 0.166667 2.35997 5 2 7 3 4 4 4 5 4 4 0
0 0 1.03831 1.41421 1 1.10355 0.75 1.67857 0 0 0 0 1 0 0 2 1 0 0
0 0 1.03831 1.41421 1 1.10355 0.75 1.46302 1 0 0 0 0 0 1 2 0 0 0
-0.00136199 -0.807229 1.12198 13.8924 2 8.66874 0.151515 0.942883 14 9 2 3 6 7 10 5 3 7 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0607611 -0.785958 1.32653 103.586 26.1725 60.319 0.0313653 -1.96785 123 38 37 24 20 94 87 33 23 63 2
-0.00179227 -0.862969 1.08269 17.4929 4.24264 10.6523 0.140845 -2.42852 8 7 3 4 10 10 6 3 3 17 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00415035 -0.868179 1.19143 22.2036 7.07107 14.5524 0.149533 -3.02063 14 15 13 7 8 11 15 10 8 6 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0553639 -0.756983 1.2394 120.216 16.9706 64.7053 0.027933 -0.957476 11 21 142 61 23 17 61 121 56 24 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00179566 -0.857605 1.10736 16.2788 5 10.2561 0.157143 2.75378 4 14 8 6 5 6 10 10 4 3 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00369974 -0.799414 1.32764 22.2036 4.24264 13.9146 0.1 -1.82877 14 7 7 10 16 13 13 7 5 28 0
-0.0683232 -0.649364 1.73481 108.167 28.3019 63.5988 0.0186667 -2.73763 173 139 58 67 27 81 93 46 26 40 1
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
9.1477e-05 0.964286 1.01196 4 1 2.25641 0.615385 0.286295 1 2 3 1 1 1 0 2 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00177533 -0.876254 1.08369 16.6433 5 10.3929 0.176471 -2.74736 15 9 5 3 6 10 9 4 2 5 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00403515 -0.890135 1.14999 22.2036 7 14.4037 0.145631 -1.11621 6 7 11 15 10 10 6 6 20 12 0
5.08206e-05 0.9375 1.01635 2.23607 1 1.63498 0.777778 0.785398 1 1 1 1 0 1 1 1 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0685129 -0.699965 1.61483 107.042 25 62.1862 0.0185185 -1.76646 34 27 61 115 26 18 61 137 153 70 1
-0.00183632 -0.86859 1.07584 17.0294 5 10.6422 0.152778 -2.15028 8 4 4 6 11 11 3 3 5 17 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.03831 2 0 0.902369 0.5 1.27166 0 1 0 0 0 0 0 5 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.03831 1.41421 1 1.10355 0.75 1.67857 0 0 0 0 1 0 0 2 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.00413341 -0.837912 1.27807 22.2036 7.28011 14.3388 0.110169 -1.88983 13 9 8 9 17 10 15 6 9 22 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0017855 -0.871074 1.08775 16.2788 5.09902 10.2757 0.144928 -1.71966 5 5 4 10 10 5 4 4 15 7 0
-0.0792564 -0.746307 1.22922 113.371 23 67.2194 0.0324324 -2.62444 30 75 122 19 18 54 67 77 59 34 1
-0.000115193 -0.894737 1.03568 4.47214 1.41421 2.57502 0.5 0.396571 3 3 2 1 1 1 2 0 2 1 0
-0.000315088 -0.861111 1.0528 7.2111 2 4.35004 0.344828 0.403455 3 2 3 6 2 1 2 1 5 4 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.0394435 -0.667852 1.26592 97.0618 9.05539 53.8827 0.0275424 1.39929 34 51 7 9 104 68 25 17 30 127 2
-0.00053531 -0.940476 1.05633 8.60233 3.16228 5.38091 0.34375 1.27662 3 1 3 3 4 3 2 3 5 5 0
-0.000287983 -0.904255 1.03459 8.06226 1 4.28697 0.296296 -0.153239 3 2 2 4 6 2 1 1 3 3 0
-0.0578338 -0.742174 1.20606 91.2853 8.06226 57.0437 0.0336134 3.12658 9 16 103 68 28 28 46 52 101 25 5
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
-0.0380816 -0.761311 1.21806 67.1193 12.0416 45.0547 0.0480226 0.156099 36 25 28 39 41 48 30 9 58 40 5
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-8.4701e-05 -0.78125 1.08831 4.24264 1 2.51994 0.411765 0.464665 1 1 0 5 2 0 1 0 4 3 0
-3.38804e-06 -1 1 1.41421 0 0.804738 1 0.392699 1 1 0 0 0 0 0 0 0 1 0
-0.000325252 -0.888889 1.04465 7.2111 2 4.3288 0.392857 0.17344 4 1 2 6 3 2 1 2 3 4 0
-0.0490622 -0.770307 1.25697 97.7446 19.4165 54.3369 0.0305011 -0.954955 13 34 50 58 86 13 20 85 77 23 5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.000250715 -0.891566 1.03602 6.08276 1 3.80032 0.458333 0.56918 3 1 4 3 2 1 1 2 4 3 0
-0.0658669 -0.7095 1.32633 118.512 16.0312 66.8859 0.0255183 -1.22563 114 17 12 36 102 128 57 20 40 101 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
3.72684e-05 1 1 2 1 1.46323 0.857143 0.785398 1 1 1 1 0 0 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
-0.048554 -0.721129 1.23477 94.921 19.6977 57.2165 0.0198807 -0.797669 67 100 38 18 30 79 74 65 18 14 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-1.01641e-05 -1 1 1.41421 0 0.882843 0.8 1.1781 1 0 0 0 0 1 0 0 2 1 0
-0.000274431 -0.89011 1.04542 7.07107 1 4.14538 0.407407 0.676211 2 2 4 5 0 1 1 3 5 4 0
-0.00321186 -0.890141 1.02932 28.0713 5 15.6799 0.0583333 -1.8083 4 6 22 21 7 4 3 27 22 4 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-3.38804e-06 -1 1 1.41421 1 1.13807 1 0.785398 1 1 0 0 0 0 0 0 1 0 0
-0.000338804 -0.909091 1.03733 7.2111 2 4.39011 0.357143 0.122014 3 2 2 5 4 2 1 1 4 4 0
-0.0527348 -0.67416 1.21273 106.174 13 61.3168 0.0305927 0.374149 114 44 20 33 76 100 10 10 49 67 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0348731 -0.79865 1.27764 70.5195 23.0217 45.2789 0.0366748 1.77706 23 47 61 27 15 28 86 75 31 16 3
-0.00032864 -0.906542 1.0392 7.2111 2 4.28919 0.444444 -0.176908 3 3 2 3 6 2 1 2 1 4 0
-0.000254103 -0.903614 1.03377 6.40312 1 3.90701 0.36 0.281417 3 1 3 5 3 1 0 2 4 3 0
-0.0842233 -0.693243 1.30158 120.333 17.2047 71.1738 0.0259542 -2.76478 28 155 98 26 22 75 75 82 70 24 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.000338804 -0.909091 1.03733 7.2111 2 4.39011 0.357143 0.122014 3 2 2 5 4 2 1 1 4 4 0
-0.096349 -0.591104 1.21888 181.893 6.32456 95.3049 0.0136816 2.17551 4 5 203 144 33 18 22 194 175 6 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000338804 -0.909091 1.03635 7.2111 1.41421 4.46304 0.357143 0.499233 2 2 4 5 2 1 1 3 4 4 0
-0.0595888 -0.78235 1.15736 125.801 18.3576 69.0997 0.023166 0.245117 93 102 28 12 17 123 76 19 16 32 3
-0.000772473 -0.974359 1.0194 8.48528 3.60555 6.23094 0.289474 1.09679 4 4 4 3 2 2 5 5 4 5 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.000599683 -0.827103 1.03084 21.0238 1 10.7703 0.0823529 -0.979714 2 32 6 1 1 2 37 3 0 1 0
-0.0729072 -0.658033 1.30923 145.207 9.05539 79.24 0.0145985 2.04025 84 110 10 7 26 242 67 23 23 93 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-0.000325252 -0.90566 1.04315 7.2111 2 4.35059 0.428571 0.124119 3 2 2 5 4 2 1 1 4 4 0
-0.0943196 -0.668484 1.19883 145.825 11.3137 82.9118 0.0251108 2.35498 6 17 146 114 51 22 26 100 168 27 5
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.000108417 0.941176 1.02003 4.47214 1 2.55528 0.571429 0.723221 3 1 1 1 1 2 1 1 1 2 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0596837 -0.735932 1.24554 126.921 16.1245 69.1387 0.0279605 -0.419066 19 10 50 208 27 15 19 49 163 48 0
-0.0260066 -0.679954 1.17663 99.2472 7.81025 47.9364 0.0325 -0.0182809 8 11 168 30 8 14 45 39 58 19 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0448136 -0.723934 1.28485 80.0562 12.083 50.6567 0.0408163 0.635752 84 22 26 35 46 54 60 10 8 96 0
7.79249e-05 0.958333 1.01298 3.16228 1 2.04794 0.636364 0.647773 2 1 1 1 1 1 1 1 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0514135 -0.673786 1.17735 130.729 5.65685 69.3969 0.0376068 -0.775097 142 93 20 10 13 176 104 4 9 14 0
-0.000857174 -0.94403 1.03268 11.7047 3.60555 6.94295 0.170213 -0.302203 6 7 3 2 9 7 3 3 2 5 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.00686078 -0.819838 1.19203 40.4599 6.32456 21.5531 0.109091 -0.547962 19 6 7 18 47 7 6 8 22 25 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0607374 -0.845893 1.1641 117.047 20.2237 65.0087 0.0347648 -0.703325 65 19 16 25 111 83 17 15 37 101 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 4
-0.0242245 -0.805543 1.15059 99.6092 10 54.6181 0.0309735 0.575521 21 190 11 7 7 18 147 35 8 8 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
5.75967e-05 1 1 2.23607 1 1.74609 0.777778 0.785398 1 1 1 1 0 1 1 1 1 1 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.00744691 -0.841179 1.16913 39.0512 7.07107 21.5283 0.107143 -3.13773 5 8 25 27 24 5 7 10 35 22 0
-0.0636985 -0.844571 1.11655 110.291 18.4391 65.4581 0.035503 -1.65115 16 50 80 85 20 13 28 121 77 17 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
-0.0644202 -0.728813 1.53164 96.8297 23.1948 58.21 0.0230263 -1.61082 37 102 56 29 49 41 98 91 77 28 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
7.11488e-05 0.954545 1.01382 3 1 1.92608 0.727273 1.06818 1 1 1 1 1 1 0 2 1 2 0
-0.000799577 -0.918288 1.06718 11.4018 3 6.74181 0.295455 1.25491 2 2 5 7 5 2 2 5 9 5 0
-0.0578338 -0.637202 1.3462 97.1288 22 58.2838 0.0181159 -1.13709 56 91 41 27 66 45 94 81 33 18 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.045725 -0.701601 1.21331 93.0484 9.05539 55.3067 0.027897 -3.13274 10 103 88 27 14 23 67 63 59 12 1
-0.0554486 -0.739807 1.21656 99.363 18.3848 58.0938 0.0395833 2.73935 18 13 46 95 71 18 16 66 53 84 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0571427 -0.631662 1.39213 113.842 18.0278 63.872 0.0212418 -1.54277 11 28 122 79 19 18 84 109 98 44 1
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0566412 -0.695916 1.34522 114.56 13.3417 64.7979 0.0229508 -1.82762 17 31 117 93 13 13 75 100 129 22 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0460739 -0.771312 1.27395 82.134 20.6155 50.2361 0.0421546 -0.315325 23 45 75 42 28 28 60 45 57 24 1
-0.0395757 -0.740851 1.31603 73.4098 20.5183 46.1748 0.0342298 1.25914 54 46 45 18 21 59 70 23 36 37 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0651859 -0.666828 1.60966 115.248 32.6497 60.8209 0.0227273 -1.18289 73 94 24 53 43 159 84 110 27 37 1
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.00013891 -0.911111 1.08538 3.60555 1.41421 2.65106 0.315789 -0.812408 2 2 2 2 1 3 2 2 2 1 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0472631 -0.669001 1.21866 102.396 8 57.3069 0.026749 -1.35979 5 6 43 36 115 37 26 26 60 132 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0581083 -0.676435 1.34723 107.87 5 62.1823 0.0276339 0.971617 75 121 43 40 6 65 134 39 30 26 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0468227 -0.620984 1.20407 125.355 12.8062 64.107 0.0240741 -0.475586 127 33 16 31 101 128 9 20 41 34 2
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0505157 -0.694296 1.26942 90.0944 19.105 56.4002 0.0326531 1.93667 23 74 81 18 14 36 152 29 32 31 2
0.00135183 0.954545 1.06239 10 6.32456 8.01638 0.306122 0.120872 5 5 7 6 4 4 4 5 4 5 0
4.74325e-05 1 1 2 1 1.58211 0.625 0 1 1 1 1 0 1 1 1 1 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.104806 -0.590028 1.39588 179.602 2 93.5288 0.016129 -1.16798 2 3 235 124 35 39 73 281 109 29 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.000260879 0.793814 1.12557 7.2111 1 3.86206 0.333333 0.596483 5 1 2 2 3 3 3 2 0 6 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.00547507 0.955083 1.09031 22.4722 13 16.2394 0.111111 0.36001 12 8 14 13 8 10 10 12 11 10 0
