AreaCB AreaCH PerimeterCH MaxD MinD AverageD PointsCH AverageA slice0 slice1 slice2 slice3 slice4 slice5 slice6 slice7 slice8 slice9 class
-6.77608e-06 -0.666667 1.02679 2.23607 0 1.24645 0.5 0.42185 3 1 0 1 0 0 0 0 0 1 0
-0.0745165 -0.724058 1.22615 148.708 14.0357 85.8087 0.0178082 -0.885172 39 233 52 16 16 69 237 41 14 13 3
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0715622 -0.675299 1.23951 145.911 8 85.9713 0.0188172 -2.00953 16 25 131 168 9 5 8 170 185 27 3
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0430959 -0.774382 1.16332 87.3212 21.3776 53.1628 0.0258216 0.225116 39 70 77 18 19 29 76 67 18 13 3
-0.0392504 -0.807373 1.26127 69.0797 17.4642 46.1888 0.0455696 -1.04692 33 24 12 71 40 57 18 29 61 50 3
-0.0463179 -0.697109 1.27659 80.2309 16.0312 51.1461 0.0344086 1.63328 28 56 65 36 15 31 88 73 51 22 3
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.128278 -0.630267 1.30688 193.132 3.60555 108.247 0.0178571 -0.291542 122 40 33 63 228 193 2 3 4 264 3
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0403346 -0.727778 1.14421 80.1311 20 50.1059 0.026764 -0.0428445 14 93 28 55 28 18 44 74 42 15 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0489877 -0.728413 1.25842 93.9415 10.7703 54.1547 0.0298507 -1.31635 65 26 23 41 43 110 21 19 18 103 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0507596 -0.777438 1.25027 101.178 18.7883 57.4539 0.035865 -0.573149 41 22 23 59 78 71 14 13 67 86 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-6.77608e-06 -1 1 1.41421 0 0.853553 1 1.74071 0 0 0 0 1 0 0 2 1 0 0
-0.0405785 -0.732762 1.14517 93.3809 14.1421 52.6007 0.0218978 -1.22485 10 17 76 42 59 20 17 41 94 35 4
-0.0442037 -0.802547 1.14936 81.6088 23.0868 51.6805 0.0431655 1.10177 20 23 62 71 22 17 34 72 43 53 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
-0.0439022 -0.745913 1.23219 85.8836 23.0868 52.2989 0.029148 1.19479 21 19 31 78 49 21 24 73 25 105 4
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 0 0 0 0 0 0 0 0 0 2 4
-0.0614556 -0.685707 1.51889 82.0061 21.2132 55.8478 0.0274443 1.81899 28 57 72 26 89 24 75 99 67 46 1
-0.0737949 -0.67002 1.51092 99.0202 35.2278 62.09 0.0226244 1.65466 73 30 61 73 35 55 107 116 85 28 1
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0519251 -0.698988 1.25335 90.824 19.6469 56.9368 0.0261044 0.178444 43 80 112 23 20 35 68 80 24 13 3
-0.0711725 -0.767267 1.41453 106.174 22 62.5534 0.0234742 -1.45631 89 41 27 24 86 99 88 29 60 96 3
5.75967e-05 1 1 3 1 1.8374 0.777778 1.19029 1 1 0 1 0 1 1 1 2 1 0
-0.0569123 -0.632241 1.11016 109.932 3 63.9346 0.0280899 -1.33465 0 0 0 107 76 72 29 28 84 138 5
-0.0805879 -0.715196 1.28287 100.305 12.53 65.7478 0.0307167 -3.11531 10 56 126 77 30 45 52 53 123 14 5
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 4
-3.38804e-06 -0.5 1.03402 1.41421 0 0.682843 0.6 0.785398 1 1 0 0 0 0 1 0 2 0 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 4
-0.0881466 -0.675854 1.25365 121.433 11 74.4358 0.0294574 -0.482783 142 87 34 34 67 77 153 9 7 35 5
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0823768 -0.649621 1.20796 118.68 19 71.2135 0.0279605 0.544354 73 31 26 88 129 22 13 80 61 85 5
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.00050143 -0.948718 1.02558 7.07107 2.23607 5.02014 0.28125 0.204805 4 4 3 4 4 3 1 3 3 3 0
-0.0736797 -0.764905 1.58872 101.242 22.8035 64.0335 0.0344828 3.04133 40 32 68 201 41 42 44 40 46 113 5
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000186342 -0.964912 1.01628 5 1 3.22511 0.333333 1.38429 2 2 1 0 4 2 2 2 2 4 0
-0.111358 -0.724252 1.24318 113.217 29.4109 76.5956 0.0275229 1.11593 67 69 69 43 48 84 105 20 50 99 5
-0.0287136 -0.905159 1.1628 53.8145 25.4951 37.7419 0.0412371 -2.5353 41 23 35 33 21 28 27 38 24 21 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-4.74325e-05 -0.636364 1.01933 8.06226 0 4.13414 0.125 1.55959 4 0 0 0 0 14 1 2 1 10 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 4
-0.0718671 -0.588895 1.55882 133.135 8.06226 74.9169 0.022113 -0.881949 6 58 43 163 153 38 37 77 219 20 2
0.00279513 0.894794 1.11422 17.088 5.38516 11.8887 0.151899 0.487955 7 5 8 12 9 4 5 10 10 9 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.000287983 0.73913 1.18115 8.06226 1.41421 4.27153 0.272727 0.160791 5 4 7 1 1 3 6 4 1 1 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 0 1.15136 2.23607 0 1.07978 0.5 1.01326 1 0 0 0 0 0 0 1 2 2 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 4
-0.0853752 -0.681459 1.4338 144.917 12.0416 79.992 0.0202788 2.40965 63 37 16 108 198 47 27 20 140 133 2
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0678353 -0.71423 1.24334 131.522 16.7631 71.5938 0.0281457 -0.798122 29 53 91 124 22 20 34 150 71 10 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
6.43727e-05 0.904762 1.01965 3.16228 0 1.91937 0.636364 0.288502 2 1 2 1 1 1 0 0 0 3 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0.00183632 0.950877 1.04591 12.3693 7.2111 9.3634 0.25 0.852457 7 5 5 6 4 6 5 5 6 7 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0945466 -0.676198 1.4049 166.331 2.23607 87.6555 0.0283019 0.361591 40 37 104 263 27 0 0 147 183 47 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
0.000105029 0.939394 1.02292 4 1 2.3652 0.615385 0.364446 2 2 2 1 1 1 1 1 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 0.5 -2.35619 4 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 0 0 0 0 0 0 0 0 0 1 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0715181 -0.562142 1.23532 149.817 13.3417 82.4138 0.028777 -0.910109 0 0 91 178 70 34 51 105 166 0 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
0.00128745 0.95 1.04439 11.6619 5.38516 8.01221 0.28 1.86251 6 5 5 3 5 7 6 5 4 4 0
-0.0796901 -0.678699 1.31521 129.757 1 74.0897 0.0248902 1.09295 106 149 51 0 0 167 107 35 34 34 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0668121 -0.654584 1.29732 102.181 24.8395 61.563 0.0231317 0.560735 68 60 70 44 25 61 117 24 27 66 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0507427 -0.801038 1.28367 87.7268 21.4009 55.1852 0.0272537 -1.57668 55 41 19 28 58 97 40 18 21 100 4
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-4.06565e-05 -0.705882 1.03441 4.12311 0 2.04185 0.428571 0.378576 1 7 0 0 0 1 3 0 0 2 0
-0.0652977 -0.628912 1.23997 105.109 5 65.1143 0.0336283 -1.58215 112 7 4 42 113 68 54 21 39 105 5
-0.0709862 -0.672616 1.29708 121.84 1 69.2559 0.0205696 1.07336 87 134 66 1 3 131 103 49 32 26 2
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.0550658 -0.646783 1.22578 112.071 4.12311 65.2747 0.0305206 -1.69058 121 3 4 60 39 141 34 17 27 111 2
-0.0545373 -0.751354 1.31115 90.471 16.1555 56.3188 0.0248566 -1.82441 81 67 23 27 36 74 108 15 16 76 3
7.45369e-05 0.916667 1.0177 4.12311 1 2.21846 0.583333 0.595245 2 4 0 0 1 1 1 1 0 2 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0893832 -0.569289 1.51667 109.385 20.5913 71.2887 0.0165394 -0.335372 114 16 118 108 119 61 37 90 95 28 1
-0.0635325 -0.708612 1.30412 99.925 13.1529 61.5202 0.0227273 -1.96118 111 85 29 27 32 97 109 19 28 35 3
3.72684e-05 1 1 2 1 1.46323 0.857143 0.785398 1 1 1 1 0 0 1 1 1 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
-0.0305398 -0.866731 1.1096 82.662 14.8661 47.212 0.0432099 -2.12974 41 14 8 20 63 46 11 9 30 82 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.015297 -0.836421 1.14615 45.8039 18 29.5992 0.097561 2.05631 30 19 12 11 14 54 17 15 13 20 0
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
-3.38804e-06 -1 1 1.41421 0 0.804738 1 0.392699 1 1 0 0 0 0 0 0 0 1 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 0.333333 -2.35619 6 0 0 0 0 0 0 0 0 0 0
-0.019427 -0.863294 1.23164 41.6173 20 30.7873 0.0655738 -2.69747 50 23 26 23 19 22 21 27 20 13 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 0
-0.0495128 -0.472349 1.35744 113.252 2.82843 61.7285 0.0278689 1.13595 119 127 0 0 0 154 50 79 46 35 0
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
7.79249e-05 1 1 3.16228 1 2.06413 0.636364 1.24905 1 1 0 1 1 1 1 1 2 2 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0481576 -0.63193 1.21116 130.384 2.23607 67.4809 0.0328467 -1.32356 1 1 81 108 50 34 10 41 213 9 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.0382476 -0.764061 1.21003 102.416 10 54.5259 0.0341686 1.18543 16 13 8 68 91 33 14 13 61 122 0
-0.0016432 -0.952849 1.03228 17.4642 4 9.93932 0.188406 2.01987 6 6 13 4 2 6 16 7 4 5 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0474596 -0.546121 1.34469 114.403 10 66.1856 0.019802 0.194817 61 174 78 20 12 41 158 47 7 8 0
4.74325e-05 1 1 2.23607 1 1.74303 0.625 4.13756e-17 2 1 1 1 1 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.00195829 -0.973064 1.03111 17.72 5 10.5284 0.138889 2.57027 8 13 5 3 6 15 8 5 4 5 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 0 1.03831 1.41421 1 1.10355 0.75 1.46302 1 0 0 0 0 0 1 2 0 0 0
-0.00431975 -0.936123 1.05187 32.5576 6 17.0767 0.0894309 1.62913 7 14 20 12 4 4 18 27 10 7 0
-0.0725244 -0.68916 1.32894 139.946 15.2315 77.4431 0.0365497 0.121079 18 46 44 219 43 10 14 75 159 56 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.076136 -0.769247 1.21006 155.039 8.24621 82.5016 0.0328358 -1.36124 7 20 120 135 37 19 28 112 187 5 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0555266 -0.761394 1.20552 133.843 14 70.2807 0.0361446 -1.64283 13 13 41 176 41 14 9 61 182 31 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 0 0 0 0 0 0 0 0 0 1 0
-0.0588096 -0.838753 1.205 128.222 10.7703 64.6142 0.0319549 -0.787171 86 40 25 13 74 141 23 23 7 100 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-3.38804e-06 -1 1 1.41421 1 1.13807 1 0.785398 1 1 0 0 0 0 0 0 1 0 0
-0.06379 -0.678242 1.24689 140.246 7.07107 71.0073 0.0307443 1.22562 35 101 147 7 5 5 151 119 32 16 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
4.06565e-05 1 1 2 1 1.45711 0.75 0 1 1 1 1 0 1 1 1 1 0 0
0.000115193 0.944444 1.30839 3.16228 0 2.07766 0.444444 -2.45477e-17 3 2 4 2 1 2 1 1 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.0800729 -0.633993 1.24442 169.838 8.24621 89.299 0.0236842 1.53215 36 193 100 9 8 7 235 138 12 22 0
5.75967e-05 1 1 3 1 1.8374 0.777778 0.380506 1 2 1 1 1 0 1 0 1 1 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
8.8089e-05 0.896552 1.01798 4.12311 1 2.20872 0.5 0.99118 1 0 2 1 2 1 0 2 2 3 0
-0.0643863 -0.791339 1.26269 102.626 26.6833 61.1572 0.0275591 2.1968 26 70 87 32 18 49 79 73 37 37 1
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
3.72684e-05 1 1 2.23607 1 1.55519 0.857143 0.300348 1 1 1 1 1 0 0 1 0 1 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 0.5 -2.35619 4 0 0 0 0 0 0 0 0 0 0
-0.0610931 -0.636678 1.2275 145.715 11.7047 76.2277 0.0318182 2.83199 111 40 26 28 109 175 9 8 12 142 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000308312 -0.968085 1.0108 10.198 1 5.19334 0.153846 -0.226979 10 3 2 1 7 9 2 1 0 4 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.108909 -0.636964 1.22458 217.993 13.8924 112.498 0.0171544 -1.25525 41 334 62 25 16 26 421 43 11 12 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.000182954 -0.80597 1.1147 5.65685 1.41421 3.1635 0.363636 0.768975 4 1 2 2 2 2 3 1 2 3 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 0.5 -2.35619 4 0 0 0 0 0 0 0 0 0 0
-0.156175 -0.766644 1.513 149.201 19.6469 90.4388 0.0215517 1.11382 92 15 51 119 111 66 84 74 60 256 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
6.09847e-05 0.947368 1.01447 3.16228 1 1.90552 0.7 0.721996 2 1 1 1 0 1 1 0 2 1 0
2.71043e-05 1 1 2 1 1.30474 1 1.5708 1 0 1 0 0 1 1 1 1 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-0.000741981 -0.88664 1.04446 9.84886 4 6.28572 0.209302 2.09639 4 3 6 3 3 7 6 3 4 4 0
-0.0210329 -0.632824 1.4178 80.5233 5 40.2021 0.0208333 0.961159 91 87 23 3 3 78 92 20 13 22 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 4
-0.000210058 -0.78481 1.12505 7.07107 2 3.82246 0.307692 1.53304 2 1 1 5 3 3 1 1 6 3 0
0 -nan(ind) 1 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 2 0 0 0 0 0 0 0 0 0 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.123497 -0.795266 1.47567 136.693 45.2217 80.5008 0.0205562 -2.63974 133 44 61 168 41 54 65 73 77 111 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
-3.38804e-06 -1 1 1.41421 0 0.804738 1 1.1781 0 0 0 0 0 0 0 0 2 1 0
0 -nan(ind) -nan(ind) 3.037e+09 3.037e+09 3.037e+09 1 -2.35619 1 0 0 0 0 0 0 0 0 0 0
-0.00298147 -0.854369 1.30599 20.5183 7 12.6912 0.153061 -1.653 7 5 10 13 13 5 5 14 15 11 0
-0.146136 -0.86166 1.50092 103.947 63.0714 83.9144 0.0345711 -2.79858 141 81 51 79 90 81 52 74 79 53 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
6.09847e-05 0.947368 1.01447 3 1 1.8129 0.6 0 1 2 1 2 0 1 1 1 1 0 0
2.71043e-05 1 1 2 1 1.30474 1 0 1 1 1 1 0 1 0 1 0 0 0
1.35522e-05 1 1 1 1 1 1 0 1 0 1 0 0 1 0 1 0 0 0
